FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
201029;1400;62;;;
201029;1500;55;;;
201029;1600;53;;;
201029;1700;47;;;
201029;1800;41;;;
201029;1900;36;;;
201029;2000;34;;;
201029;2100;25;;;
201029;2200;21;;;
201029;2300;17;;;
201030;0000;11;;;
201030;0100;2;;;
201030;0200;2;;;
201030;0300;1;;;
201030;0400;1;;;
201030;0500;;;;
201030;0600;1;;;
201030;0700;3;;;
201030;0800;8;;;
201030;0900;18;;;
201030;1000;48;;;
201030;1100;54;;;
201030;1200;62;;;
201030;1300;63;;;
201030;1400;60;;;
201030;1500;59;;;
201030;1600;54;;;
201030;1700;50;;;
201030;1800;42;;;
201030;1900;34;;;
201030;2000;25;;;
201030;2100;21;;;
201030;2200;18;;;
201030;2300;9;;;
201031;0000;10;;;
201031;0100;10;;;
201031;0200;4;;;
201031;0300;1;;;
201031;0400;1;;;
201031;0500;;;;
201031;0600;1;;;
201031;0700;7;;;
201031;0800;20;;;
201031;0900;36;;;
201031;1000;44;;;
201031;1100;58;;;
201031;1200;72;;;
201031;1300;67;;;
201031;1400;57;;;
201031;1500;55;;;
201031;1600;52;;;
201031;1700;48;;;
201031;1800;41;;;
201031;1900;35;;;
201031;2000;34;;;
201031;2100;35;;;
201031;2200;32;;;
201031;2300;30;;;
201101;0000;27;;;
201101;0100;14;;;
201101;0200;8;;;
201101;0300;6;;;
201101;0400;3;;;
201101;0500;;;;
201101;0600;2;;;
201101;0700;8;;;
201101;0800;13;;;
201101;0900;25;;;
201101;1000;43;;;
201101;1100;50;;;
201101;1200;57;;;
201101;1300;53;;;
201101;1400;50;;;
201101;1500;47;;;
201101;1600;44;;;
201101;1700;42;;;
201101;1800;36;;;
201101;1900;28;;;
201101;2000;20;;;
201101;2100;17;;;
201101;2200;15;;;
201101;2300;13;;;
201102;0000;9;;;
201102;0100;8;;;
201102;0200;3;;;
201102;0300;1;;;
201102;0400;1;;;
201102;0500;;;;
201102;0600;1;;;
201102;0700;1;;;
201102;0800;10;;;
201102;0900;23;;;
201102;1000;36;;;
201102;1100;51;;;
201102;1200;52;;;
201102;1300;44;;;
201102;1400;50;;;
201102;1500;51;;;
201102;1600;49;;;
201102;1700;45;;;
201102;1800;35;;;
201102;1900;22;;;
201102;2000;24;;;
201102;2100;23;;;
201102;2200;12;;;
201102;2300;15;;;
201103;0000;11;;;
201103;0100;7;;;
201103;0200;2;;;
201103;0300;1;;;
201103;0400;1;;;
201103;0500;;;;
201103;0600;1;;;
201103;0700;1;;;
201103;0800;11;;;
201103;0900;21;;;
201103;1000;50;;;
201103;1100;66;;;
201103;1200;75;;;
201103;1300;72;;;
201103;1400;68;;;
201103;1500;64;;;
201103;1600;58;;;
201103;1700;49;;;
201103;1800;39;;;
201103;1900;30;;;
201103;2000;25;;;
201103;2100;27;;;
201103;2200;19;;;
201103;2300;17;;;
201104;0000;13;;;
201104;0100;5;;;
201104;0200;9;;;
201104;0300;6;;;
201104;0400;2;;;
201104;0500;;;;
201104;0600;1;;;
201104;0700;3;;;
201104;0800;9;;;
201104;0900;19;;;
201104;1000;24;;;
201104;1100;39;;;
201104;1200;41;;;
201104;1300;40;;;
201104;1400;41;;;
201104;1500;42;;;
201104;1600;43;;;
201104;1700;36;;;
201104;1800;30;;;
201104;1900;25;;;
201104;2000;20;;;
201104;2100;15;;;
201104;2200;12;;;
201104;2300;10;;;
201105;0000;6;;;
201105;0100;1;;;
201105;0200;2;;;
201105;0300;2;;;
201105;0400;1;;;
201105;0500;;;;
201105;0600;1;;;
201105;0700;7;;;
201105;0800;12;;;
201105;0900;19;;;
201105;1000;32;;;
201105;1100;44;;;
201105;1200;50;;;
201105;1300;52;;;
201105;1400;50;;;
201105;1500;49;;;
201105;1600;45;;;
201105;1700;42;;;
201105;1800;38;;;
201105;1900;25;;;
201105;2000;22;;;
201105;2100;15;;;
201105;2200;11;;;
201105;2300;8;;;
201106;0000;8;;;
201106;0100;6;;;
201106;0200;12;;;
201106;0300;9;;;
201106;0400;3;;;
201106;0500;;;;
201106;0600;1;;;
201106;0700;5;;;
201106;0800;14;;;
201106;0900;26;;;
201106;1000;40;;;
201106;1100;53;;;
201106;1200;60;;;
201106;1300;65;;;
201106;1400;59;;;
201106;1500;60;;;
201106;1600;54;;;
201106;1700;48;;;
201106;1800;40;;;
201106;1900;33;;;
201106;2000;25;;;
201106;2100;18;;;
201106;2200;13;;;
201106;2300;11;;;
201107;0000;9;;;
201107;0100;6;;;
201107;0200;3;;;
201107;0300;1;;;
201107;0400;1;;;
201107;0500;;;;
201107;0600;1;;;
201107;0700;7;;;
201107;0800;20;;;
201107;0900;35;;;
201107;1000;51;;;
201107;1100;70;;;
201107;1200;91;;;
201107;1300;80;;;
201107;1400;65;;;
201107;1500;63;;;
201107;1600;58;;;
201107;1700;49;;;
201107;1800;41;;;
201107;1900;35;;;
201107;2000;29;;;
201107;2100;25;;;
201107;2200;15;;;
201107;2300;9;;;
201108;0000;10;;;
201108;0100;7;;;
201108;0200;4;;;
201108;0300;3;;;
201108;0400;1;;;
201108;0500;;;;
201108;0600;7;;;
201108;0700;15;;;
201108;0800;24;;;
201108;0900;30;;;
201108;1000;35;;;
201108;1100;41;;;
201108;1200;43;;;
201108;1300;42;;;
201108;1400;42;;;
201108;1500;41;;;
201108;1600;39;;;
201108;1700;36;;;
201108;1800;30;;;
201108;1900;25;;;
201108;2000;22;;;
201108;2100;21;;;
201108;2200;19;;;
201108;2300;15;;;
201109;0000;7;;;
201109;0100;9;;;
201109;0200;6;;;
201109;0300;3;;;
201109;0400;1;;;
201109;0500;;;;
201109;0600;1;;;
201109;0700;2;;;
201109;0800;7;;;
201109;0900;22;;;
201109;1000;31;;;
201109;1100;43;;;
201109;1200;50;;;
201109;1300;58;;;
201109;1400;62;;;
201109;1500;55;;;
201109;1600;53;;;
201109;1700;48;;;
201109;1800;41;;;
201109;1900;28;;;
201109;2000;24;;;
201109;2100;21;;;
201109;2200;19;;;
201109;2300;11;;;
201110;0000;6;;;
201110;0100;2;;;
201110;0200;1;;;
201110;0300;1;;;
201110;0400;1;;;
201110;0500;;;;
201110;0600;1;;;
201110;0700;2;;;
201110;0800;11;;;
201110;0900;23;;;
201110;1000;40;;;
201110;1100;52;;;
201110;1200;53;;;
201110;1300;51;;;
201110;1400;49;;;
201110;1500;44;;;
201110;1600;37;;;
201110;1700;31;;;
201110;1800;27;;;
201110;1900;26;;;
201110;2000;23;;;
201110;2100;22;;;
201110;2200;16;;;
201110;2300;10;;;
201111;0000;12;;;
201111;0100;15;;;
201111;0200;17;;;
201111;0300;16;;;
201111;0400;12;;;
201111;0500;;;;
201111;0600;3;;;
201111;0700;4;;;
201111;0800;8;;;
201111;0900;14;;;
201111;1000;24;;;
201111;1100;43;;;
201111;1200;53;;;
201111;1300;51;;;
201111;1400;50;;;
201111;1500;49;;;
201111;1600;44;;;
201111;1700;39;;;
201111;1800;35;;;
201111;1900;28;;;
201111;2000;19;;;
201111;2100;19;;;
201111;2200;18;;;
201111;2300;9;;;
201112;0000;5;;;
201112;0100;6;;;
201112;0200;4;;;
201112;0300;2;;;
201112;0400;1;;;
201112;0500;;;;
201112;0600;1;;;
201112;0700;2;;;
201112;0800;10;;;
201112;0900;19;;;
201112;1000;32;;;
201112;1100;60;;;
201112;1200;59;;;
201112;1300;63;;;
201112;1400;57;;;
201112;1500;54;;;
201112;1600;50;;;
201112;1700;42;;;
201112;1800;35;;;
201112;1900;29;;;
201112;2000;26;;;
201112;2100;30;;;
201112;2200;24;;;
201112;2300;19;;;
201113;0000;20;;;
201113;0100;24;;;
201113;0200;25;;;
201113;0300;22;;;
201113;0400;17;;;
201113;0500;;;;
201113;0600;10;;;
201113;0700;12;;;
201113;0800;12;;;
201113;0900;9;;;
201113;1000;10;;;
201113;1100;12;;;
201113;1200;17;;;
201113;1300;26;;;
201113;1400;30;;;
201113;1500;30;;;
201113;1600;30;;;
201113;1700;26;;;
201113;1800;24;;;
201113;1900;19;;;
201113;2000;15;;;
201113;2100;16;;;
201113;2200;13;;;
201113;2300;12;;;
201114;0000;16;;;
201114;0100;16;;;
201114;0200;16;;;
201114;0300;13;;;
201114;0400;12;;;
201114;0500;;;;
201114;0600;3;;;
201114;0700;3;;;
201114;0800;5;;;
201114;0900;12;;;
201114;1000;28;;;
201114;1100;40;;;
201114;1200;50;;;
201114;1300;54;;;
201114;1400;53;;;
201114;1500;51;;;
201114;1600;49;;;
201114;1700;45;;;
201114;1800;35;;;
201114;1900;30;;;
201114;2000;21;;;
201114;2100;18;;;
201114;2200;14;;;
201114;2300;10;;;
201115;0000;10;;;
201115;0100;12;;;
201115;0200;9;;;
201115;0300;10;;;
201115;0400;6;;;
201115;0500;;;;
201115;0600;2;;;
201115;0700;15;;;
201115;0800;26;;;
201115;0900;38;;;
201115;1000;46;;;
201115;1100;53;;;
201115;1200;47;;;
201115;1300;47;;;
201115;1400;46;;;
201115;1500;43;;;
201115;1600;41;;;
201115;1700;36;;;
201115;1800;32;;;
201115;1900;29;;;
201115;2000;26;;;
201115;2100;23;;;
201115;2200;25;;;
201115;2300;21;;;
201116;0000;15;;;
201116;0100;12;;;
201116;0200;13;;;
201116;0300;11;;;
201116;0400;2;;;
201116;0500;;;;
201116;0600;1;;;
201116;0700;3;;;
201116;0800;9;;;
201116;0900;16;;;
201116;1000;30;;;
201116;1100;39;;;
201116;1200;41;;;
201116;1300;46;;;
201116;1400;47;;;
201116;1500;46;;;
201116;1600;44;;;
201116;1700;37;;;
201116;1800;28;;;
201116;1900;24;;;
201116;2000;22;;;
201116;2100;23;;;
201116;2200;24;;;
201116;2300;20;;;
201117;0000;19;;;
201117;0100;15;;;
201117;0200;15;;;
201117;0300;12;;;
201117;0400;14;;;
201117;0500;;;;
201117;0600;6;;;
201117;0700;7;;;
201117;0800;10;;;
201117;0900;14;;;
201117;1000;17;;;
201117;1100;21;;;
201117;1200;27;;;
201117;1300;32;;;
201117;1400;31;;;
201117;1500;30;;;
201117;1600;28;;;
201117;1700;26;;;
201117;1800;23;;;
201117;1900;20;;;
201117;2000;18;;;
201117;2100;17;;;
201117;2200;9;;;
201117;2300;8;;;
201118;0000;8;;;
201118;0100;11;;;
201118;0200;6;;;
201118;0300;3;;;
201118;0400;1;;;
201118;0500;;;;
201118;0600;1;;;
201118;0700;4;;;
201118;0800;10;;;
201118;0900;20;;;
201118;1000;31;;;
201118;1100;55;;;
201118;1200;51;;;
201118;1300;53;;;
201118;1400;51;;;
201118;1500;47;;;
201118;1600;43;;;
201118;1700;41;;;
201118;1800;33;;;
201118;1900;24;;;
201118;2000;18;;;
201118;2100;14;;;
201118;2200;14;;;
201118;2300;10;;;
201119;0000;9;;;
201119;0100;7;;;
201119;0200;6;;;
201119;0300;11;;;
201119;0400;8;;;
201119;0500;;;;
201119;0600;4;;;
201119;0700;2;;;
201119;0800;3;;;
201119;0900;6;;;
201119;1000;13;;;
201119;1100;20;;;
201119;1200;27;;;
201119;1300;34;;;
201119;1400;37;;;
201119;1500;39;;;
201119;1600;34;;;
201119;1700;28;;;
201119;1800;24;;;
201119;1900;21;;;
201119;2000;17;;;
201119;2100;15;;;
201119;2200;15;;;
201119;2300;16;;;
201120;0000;17;;;
201120;0100;16;;;
201120;0200;16;;;
201120;0300;13;;;
201120;0400;11;;;
201120;0500;;;;
201120;0600;4;;;
201120;0700;3;;;
201120;0800;4;;;
201120;0900;6;;;
201120;1000;10;;;
201120;1100;17;;;
201120;1200;24;;;
201120;1300;29;;;
201120;1400;41;;;
201120;1500;44;;;
201120;1600;43;;;
201120;1700;41;;;
201120;1800;36;;;
201120;1900;24;;;
201120;2000;21;;;
201120;2100;19;;;
201120;2200;16;;;
201120;2300;14;;;
201121;0000;15;;;
201121;0100;10;;;
201121;0200;4;;;
201121;0300;2;;;
201121;0400;1;;;
201121;0500;;;;
201121;0600;5;;;
201121;0700;15;;;
201121;0800;20;;;
201121;0900;27;;;
201121;1000;34;;;
201121;1100;50;;;
201121;1200;57;;;
201121;1300;58;;;
201121;1400;56;;;
201121;1500;56;;;
201121;1600;58;;;
201121;1700;47;;;
201121;1800;31;;;
201121;1900;22;;;
201121;2000;16;;;
201121;2100;10;;;
201121;2200;6;;;
201121;2300;6;;;
201122;0000;5;;;
201122;0100;1;;;
201122;0200;1;;;
201122;0300;1;;;
201122;0400;1;;;
201122;0500;;;;
201122;0600;2;;;
201122;0700;16;;;
201122;0800;26;;;
201122;0900;38;;;
201122;1000;49;;;
201122;1100;60;;;
201122;1200;63;;;
201122;1300;68;;;
201122;1400;65;;;
201122;1500;56;;;
201122;1600;45;;;
201122;1700;43;;;
201122;1800;41;;;
201122;1900;36;;;
201122;2000;33;;;
201122;2100;29;;;
201122;2200;26;;;
201122;2300;18;;;
201123;0000;16;;;
201123;0100;11;;;
201123;0200;3;;;
201123;0300;2;;;
201123;0400;2;;;
201123;0500;;;;
201123;0600;1;;;
201123;0700;4;;;
201123;0800;17;;;
201123;0900;30;;;
201123;1000;38;;;
201123;1100;42;;;
201123;1200;47;;;
201123;1300;44;;;
201123;1400;43;;;
201123;1500;45;;;
201123;1600;39;;;
201123;1700;33;;;
201123;1800;25;;;
201123;1900;16;;;
201123;2000;14;;;
201123;2100;11;;;
201123;2200;10;;;
201123;2300;7;;;
201124;0000;7;;;
201124;0100;5;;;
201124;0200;4;;;
201124;0300;1;;;
201124;0400;1;;;
201124;0500;;;;
201124;0600;1;;;
201124;0700;5;;;
201124;0800;10;;;
201124;0900;17;;;
201124;1000;26;;;
201124;1100;40;;;
201124;1200;43;;;
201124;1300;42;;;
201124;1400;40;;;
201124;1500;39;;;
201124;1600;36;;;
201124;1700;31;;;
201124;1800;22;;;
201124;1900;16;;;
201124;2000;13;;;
201124;2100;12;;;
201124;2200;10;;;
201124;2300;4;;;
201125;0000;3;;;
201125;0100;2;;;
201125;0200;1;;;
201125;0300;1;;;
201125;0400;1;;;
201125;0500;;;;
201125;0600;1;;;
201125;0700;3;;;
201125;0800;10;;;
201125;0900;19;;;
201125;1000;25;;;
201125;1100;34;;;
201125;1200;42;;;
201125;1300;50;;;
201125;1400;54;;;
201125;1500;58;;;
201125;1600;55;;;
201125;1700;53;;;
201125;1800;47;;;
201125;1900;33;;;
201125;2000;25;;;
201125;2100;20;;;
201125;2200;17;;;
201125;2300;12;;;
201126;0000;17;;;
201126;0100;11;;;
201126;0200;9;;;
201126;0300;10;;;
201126;0400;8;;;
201126;0500;;;;
201126;0600;1;;;
201126;0700;4;;;
201126;0800;15;;;
201126;0900;25;;;
201126;1000;41;;;
201126;1100;60;;;
201126;1200;48;;;
201126;1300;49;;;
201126;1400;62;;;
201126;1500;62;;;
201126;1600;59;;;
201126;1700;49;;;
201126;1800;41;;;
201126;1900;29;;;
201126;2000;20;;;
201126;2100;16;;;
201126;2200;10;;;
201126;2300;7;;;
201127;0000;5;;;
201127;0100;6;;;
201127;0200;5;;;
201127;0300;2;;;
201127;0400;3;;;
201127;0500;;;;
201127;0600;2;;;
201127;0700;11;;;
201127;0800;19;;;
201127;0900;32;;;
201127;1000;41;;;
201127;1100;53;;;
201127;1200;47;;;
201127;1300;48;;;
201127;1400;46;;;
201127;1500;42;;;
201127;1600;38;;;
201127;1700;33;;;
201127;1800;29;;;
201127;1900;26;;;
201127;2000;23;;;
201127;2100;21;;;
201127;2200;17;;;
201127;2300;11;;;
201128;0000;3;;;
201128;0100;1;;;
201128;0200;1;;;
201128;0300;1;;;
201128;0400;1;;;
201128;0500;;;;
201128;0600;1;;;
201128;0700;10;;;
201128;0800;21;;;
201128;0900;38;;;
201128;1000;46;;;
201128;1100;53;;;
201128;1200;62;;;
201128;1300;56;;;
201128;1400;52;;;
201128;1500;49;;;
201128;1600;46;;;
201128;1700;39;;;
201128;1800;30;;;
201128;1900;18;;;
201128;2000;16;;;
201128;2100;15;;;
201128;2200;12;;;
201128;2300;11;;;
201129;0000;9;;;
201129;0100;7;;;
201129;0200;4;;;
201129;0300;3;;;
201129;0400;1;;;
201129;0500;;;;
201129;0600;3;;;
201129;0700;12;;;
201129;0800;19;;;
201129;0900;31;;;
201129;1000;46;;;
201129;1100;56;;;
201129;1200;51;;;
201129;1300;54;;;
201129;1400;57;;;
201129;1500;53;;;
201129;1600;47;;;
201129;1700;43;;;
201129;1800;39;;;
201129;1900;25;;;
201129;2000;17;;;
201129;2100;14;;;
201129;2200;12;;;
201129;2300;10;;;
201130;0000;8;;;
201130;0100;8;;;
201130;0200;6;;;
201130;0300;2;;;
201130;0400;1;;;
201130;0500;;;;
201130;0600;1;;;
201130;0700;6;;;
201130;0800;19;;;
201130;0900;24;;;
201130;1000;38;;;
201130;1100;67;;;
201130;1200;60;;;
201130;1300;59;;;
201130;1400;54;;;
201130;1500;52;;;
201130;1600;52;;;
201130;1700;49;;;
201130;1800;39;;;
201130;1900;28;;;
201130;2000;18;;;
201130;2100;14;;;
201130;2200;14;;;
201130;2300;10;;;
201201;0000;4;;;
201201;0100;1;;;
201201;0200;1;;;
201201;0300;1;;;
201201;0400;1;;;
201201;0500;;;;
201201;0600;1;;;
201201;0700;6;;;
201201;0800;17;;;
201201;0900;31;;;
201201;1000;48;;;
201201;1100;59;;;
201201;1200;50;;;
201201;1300;44;;;
201201;1400;39;;;
201201;1500;35;;;
201201;1600;31;;;
201201;1700;30;;;
201201;1800;28;;;
201201;1900;22;;;
201201;2000;20;;;
201201;2100;15;;;
201201;2200;16;;;
201201;2300;11;;;
201202;0000;14;;;
201202;0100;10;;;
201202;0200;8;;;
201202;0300;7;;;
201202;0400;3;;;
201202;0500;;;;
201202;0600;1;;;
201202;0700;2;;;
201202;0800;8;;;
201202;0900;18;;;
201202;1000;34;;;
201202;1100;53;;;
201202;1200;56;;;
201202;1300;58;;;
201202;1400;56;;;
201202;1500;52;;;
201202;1600;50;;;
201202;1700;43;;;
201202;1800;36;;;
201202;1900;29;;;
201202;2000;21;;;
201202;2100;18;;;
201202;2200;13;;;
201202;2300;11;;;
201203;0000;7;;;
201203;0100;6;;;
201203;0200;1;;;
201203;0300;6;;;
201203;0400;6;;;
201203;0500;;;;
201203;0600;1;;;
201203;0700;12;;;
201203;0800;19;;;
201203;0900;26;;;
201203;1000;41;;;
201203;1100;48;;;
201203;1200;57;;;
201203;1300;57;;;
201203;1400;52;;;
201203;1500;50;;;
201203;1600;46;;;
201203;1700;38;;;
201203;1800;33;;;
201203;1900;26;;;
201203;2000;17;;;
201203;2100;15;;;
201203;2200;11;;;
201203;2300;12;;;
201204;0000;8;;;
201204;0100;11;;;
201204;0200;9;;;
201204;0300;11;;;
201204;0400;5;;;
201204;0500;;;;
201204;0600;1;;;
201204;0700;10;;;
201204;0800;15;;;
201204;0900;25;;;
201204;1000;39;;;
201204;1100;60;;;
201204;1200;61;;;
201204;1300;56;;;
201204;1400;54;;;
201204;1500;60;;;
201204;1600;49;;;
201204;1700;40;;;
201204;1800;36;;;
201204;1900;31;;;
201204;2000;25;;;
201204;2100;22;;;
201204;2200;15;;;
201204;2300;13;;;
201205;0000;14;;;
201205;0100;12;;;
201205;0200;11;;;
201205;0300;7;;;
201205;0400;2;;;
201205;0500;;;;
201205;0600;1;;;
201205;0700;11;;;
201205;0800;17;;;
201205;0900;38;;;
201205;1000;46;;;
201205;1100;49;;;
201205;1200;54;;;
201205;1300;55;;;
201205;1400;54;;;
201205;1500;52;;;
201205;1600;49;;;
201205;1700;43;;;
201205;1800;36;;;
201205;1900;29;;;
201205;2000;21;;;
201205;2100;21;;;
201205;2200;18;;;
201205;2300;19;;;
201206;0000;18;;;
201206;0100;11;;;
201206;0200;3;;;
201206;0300;1;;;
201206;0400;1;;;
201206;0500;;;;
201206;0600;2;;;
201206;0700;10;;;
201206;0800;23;;;
201206;0900;37;;;
201206;1000;56;;;
201206;1100;73;;;
201206;1200;66;;;
201206;1300;60;;;
201206;1400;59;;;
201206;1500;57;;;
201206;1600;55;;;
201206;1700;49;;;
201206;1800;40;;;
201206;1900;33;;;
201206;2000;27;;;
201206;2100;25;;;
201206;2200;23;;;
201206;2300;17;;;
201207;0000;15;;;
201207;0100;15;;;
201207;0200;3;;;
201207;0300;1;;;
201207;0400;1;;;
201207;0500;;;;
201207;0600;1;;;
201207;0700;3;;;
201207;0800;10;;;
201207;0900;21;;;
201207;1000;36;;;
201207;1100;46;;;
201207;1200;47;;;
201207;1300;49;;;
201207;1400;49;;;
201207;1500;50;;;
201207;1600;45;;;
201207;1700;41;;;
201207;1800;38;;;
201207;1900;31;;;
201207;2000;23;;;
201207;2100;20;;;
201207;2200;16;;;
201207;2300;11;;;
201208;0000;8;;;
201208;0100;4;;;
201208;0200;1;;;
201208;0300;3;;;
201208;0400;3;;;
201208;0500;;;;
201208;0600;3;;;
201208;0700;9;;;
201208;0800;15;;;
201208;0900;32;;;
201208;1000;47;;;
201208;1100;64;;;
201208;1200;68;;;
201208;1300;61;;;
201208;1400;59;;;
201208;1500;56;;;
201208;1600;52;;;
201208;1700;47;;;
201208;1800;40;;;
201208;1900;29;;;
201208;2000;20;;;
201208;2100;16;;;
201208;2200;14;;;
201208;2300;10;;;
201209;0000;7;;;
201209;0100;5;;;
201209;0200;2;;;
201209;0300;2;;;
201209;0400;1;;;
201209;0500;;;;
201209;0600;1;;;
201209;0700;5;;;
201209;0800;13;;;
201209;0900;25;;;
201209;1000;42;;;
201209;1100;69;;;
201209;1200;70;;;
201209;1300;66;;;
201209;1400;60;;;
201209;1500;54;;;
201209;1600;50;;;
201209;1700;45;;;
201209;1800;37;;;
201209;1900;28;;;
201209;2000;25;;;
201209;2100;22;;;
201209;2200;25;;;
201209;2300;22;;;
201210;0000;13;;;
201210;0100;1;;;
201210;0200;2;;;
201210;0300;2;;;
201210;0400;1;;;
201210;0500;;;;
201210;0600;4;;;
201210;0700;7;;;
201210;0800;6;;;
201210;0900;17;;;
201210;1000;18;;;
201210;1100;25;;;
201210;1200;26;;;
201210;1300;28;;;
201210;1400;28;;;
201210;1500;27;;;
201210;1600;30;;;
201210;1700;27;;;
201210;1800;22;;;
201210;1900;16;;;
201210;2000;9;;;
201210;2100;7;;;
201210;2200;4;;;
201210;2300;2;;;
201211;0000;1;;;
201211;0100;1;;;
201211;0200;1;;;
201211;0300;2;;;
201211;0400;1;;;
201211;0500;;;;
201211;0600;1;;;
201211;0700;4;;;
201211;0800;11;;;
201211;0900;16;;;
201211;1000;28;;;
201211;1100;40;;;
201211;1200;50;;;
201211;1300;60;;;
201211;1400;60;;;
201211;1500;55;;;
201211;1600;47;;;
201211;1700;42;;;
201211;1800;36;;;
201211;1900;25;;;
201211;2000;17;;;
201211;2100;6;;;
201211;2200;;;;
201211;2300;;;;
201212;0000;;;;
201212;0100;;;;
201212;0200;;;;
201212;0300;;;;
201212;0400;;;;
201212;0500;;;;
201212;0600;;;;
201212;0700;;;;
201212;0800;;;;
201212;0900;;;;
201212;1000;;;;
201212;1100;50;;;
201212;1200;52;;;
201212;1300;53;;;
201212;1400;44;;;
201212;1500;41;;;
201212;1600;32;;;
201212;1700;29;;;
201212;1800;24;;;
201212;1900;16;;;
201212;2000;13;;;
201212;2100;11;;;
201212;2200;7;;;
201212;2300;7;;;
201213;0000;7;;;
201213;0100;4;;;
201213;0200;2;;;
201213;0300;2;;;
201213;0400;1;;;
201213;0500;;;;
201213;0600;2;;;
201213;0700;10;;;
201213;0800;20;;;
201213;0900;30;;;
201213;1000;39;;;
201213;1100;52;;;
201213;1200;47;;;
201213;1300;36;;;
201213;1400;36;;;
201213;1500;38;;;
201213;1600;43;;;
201213;1700;47;;;
201213;1800;48;;;
201213;1900;39;;;
201213;2000;34;;;
201213;2100;31;;;
201213;2200;27;;;
201213;2300;21;;;
201214;0000;20;;;
201214;0100;15;;;
201214;0200;9;;;
201214;0300;11;;;
201214;0400;12;;;
201214;0500;;;;
201214;0600;2;;;
201214;0700;3;;;
201214;0800;11;;;
201214;0900;32;;;
201214;1000;38;;;
201214;1100;42;;;
201214;1200;41;;;
201214;1300;47;;;
201214;1400;54;;;
201214;1500;60;;;
201214;1600;56;;;
201214;1700;52;;;
201214;1800;36;;;
201214;1900;25;;;
201214;2000;;;;
201214;2100;;;;
201214;2200;;;;
201214;2300;;;;
201215;0000;;;;
201215;0100;;;;
201215;0200;;;;
201215;0300;;;;
201215;0400;;;;
201215;0500;;;;
201215;0600;;;;
201215;0700;;;;
201215;0800;;;;
201215;0900;;;;
201215;1000;26;;;
201215;1100;46;;;
201215;1200;52;;;
201215;1300;54;;;
201215;1400;52;;;
201215;1500;50;;;
201215;1600;49;;;
201215;1700;40;;;
201215;1800;35;;;
201215;1900;28;;;
201215;2000;21;;;
201215;2100;18;;;
201215;2200;12;;;
201215;2300;5;;;
201216;0000;7;;;
201216;0100;5;;;
201216;0200;5;;;
201216;0300;7;;;
201216;0400;2;;;
201216;0500;;;;
201216;0600;1;;;
201216;0700;7;;;
201216;0800;16;;;
201216;0900;24;;;
201216;1000;34;;;
201216;1100;66;;;
201216;1200;68;;;
201216;1300;61;;;
201216;1400;63;;;
201216;1500;64;;;
201216;1600;58;;;
201216;1700;50;;;
201216;1800;39;;;
201216;1900;31;;;
201216;2000;28;;;
201216;2100;23;;;
201216;2200;21;;;
201216;2300;17;;;
201217;0000;7;;;
201217;0100;4;;;
201217;0200;2;;;
201217;0300;4;;;
201217;0400;1;;;
201217;0500;;;;
201217;0600;2;;;
201217;0700;5;;;
201217;0800;11;;;
201217;0900;24;;;
201217;1000;38;;;
201217;1100;53;;;
201217;1200;56;;;
201217;1300;60;;;
201217;1400;61;;;
201217;1500;59;;;
201217;1600;50;;;
201217;1700;45;;;
201217;1800;37;;;
201217;1900;31;;;
201217;2000;25;;;
201217;2100;19;;;
201217;2200;13;;;
201217;2300;8;;;
201218;0000;13;;;
201218;0100;16;;;
201218;0200;16;;;
201218;0300;17;;;
201218;0400;17;;;
201218;0500;;;;
201218;0600;10;;;
201218;0700;9;;;
201218;0800;5;;;
201218;0900;9;;;
201218;1000;14;;;
201218;1100;21;;;
201218;1200;31;;;
201218;1300;42;;;
201218;1400;40;;;
201218;1500;39;;;
201218;1600;35;;;
201218;1700;31;;;
201218;1800;25;;;
201218;1900;19;;;
201218;2000;15;;;
201218;2100;7;;;
201218;2200;3;;;
201218;2300;4;;;
201219;0000;2;;;
201219;0100;2;;;
201219;0200;1;;;
201219;0300;1;;;
201219;0400;1;;;
201219;0500;;;;
201219;0600;1;;;
201219;0700;2;;;
201219;0800;6;;;
201219;0900;13;;;
201219;1000;25;;;
201219;1100;41;;;
201219;1200;40;;;
201219;1300;44;;;
201219;1400;44;;;
201219;1500;41;;;
201219;1600;38;;;
201219;1700;32;;;
201219;1800;27;;;
201219;1900;19;;;
201219;2000;16;;;
201219;2100;13;;;
201219;2200;13;;;
201219;2300;12;;;
201220;0000;7;;;
201220;0100;7;;;
201220;0200;7;;;
201220;0300;2;;;
201220;0400;1;;;
201220;0500;;;;
201220;0600;2;;;
201220;0700;9;;;
201220;0800;17;;;
201220;0900;28;;;
201220;1000;40;;;
201220;1100;52;;;
201220;1200;45;;;
201220;1300;50;;;
201220;1400;52;;;
201220;1500;54;;;
201220;1600;52;;;
201220;1700;44;;;
201220;1800;39;;;
201220;1900;32;;;
201220;2000;23;;;
201220;2100;17;;;
201220;2200;11;;;
201220;2300;5;;;
201221;0000;3;;;
201221;0100;4;;;
201221;0200;2;;;
201221;0300;1;;;
201221;0400;1;;;
201221;0500;;;;
201221;0600;2;;;
201221;0700;6;;;
201221;0800;11;;;
201221;0900;28;;;
201221;1000;40;;;
201221;1100;63;;;
201221;1200;65;;;
201221;1300;67;;;
201221;1400;63;;;
201221;1500;60;;;
201221;1600;55;;;
